league_id,fixture_id,league_name,league_country,league_logo,league_flag,event_date,event_timestamp,first_half_start,second_half_start,round,status,status_short,elapsed,venue,referee,home_team_team_id,home_team_team_name,home_team_logo,away_team_team_id,away_team_team_name,away_team_logo,goals_home_team,goals_away_team,score_half_time,score_full_time,score_extra_time,score_penalty
39,867982,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-08-27T14:00:00+00:00,1661608800,1661608800,1661612400,Regular Season - 4,Match Finished,FT,90,Etihad Stadium,D. England,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,4,2,0-2,4-2,,
39,867976,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-08-27T16:30:00+00:00,1661617800,1661617800,1661621400,Regular Season - 4,Match Finished,FT,90,Emirates Stadium,J. Gillett,42,Arsenal,https://media-1.api-sports.io/football/teams/42.png,36,Fulham,https://media-1.api-sports.io/football/teams/36.png,2,1,0-0,2-1,,
39,867977,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-28T13:00:00+00:00,1661691600,1661691600,1661695200,Regular Season - 4,Match Finished,FT,90,Villa Park,D. Coote,66,Aston Villa,https://media-3.api-sports.io/football/teams/66.png,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,0,1,0-0,0-1,,
39,867985,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-08-28T13:00:00+00:00,1661691600,1661691600,1661695200,Regular Season - 4,Match Finished,FT,90,Molineux Stadium,P. Bankes,39,Wolves,https://media-1.api-sports.io/football/teams/39.png,34,Newcastle,https://media-1.api-sports.io/football/teams/34.png,1,1,1-0,1-1,,
39,867983,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-28T15:30:00+00:00,1661700600,1661700600,1661704200,Regular Season - 4,Match Finished,FT,90,The City Ground,C. Pawson,65,Nottingham Forest,https://media-3.api-sports.io/football/teams/65.png,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,0,2,0-1,0-2,,
39,867988,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-08-30T18:30:00+00:00,1661884200,1661884200,1661887800,Regular Season - 5,Match Finished,FT,90,Craven Cottage,T. Bramall,36,Fulham,https://media-2.api-sports.io/football/teams/36.png,51,Brighton,https://media-3.api-sports.io/football/teams/51.png,2,1,0-0,2-1,,
39,867992,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-30T18:30:00+00:00,1661884200,1661884200,1661887800,Regular Season - 5,Match Finished,FT,90,Selhurst Park,S. Hooper,52,Crystal Palace,https://media-3.api-sports.io/football/teams/52.png,55,Brentford,https://media-1.api-sports.io/football/teams/55.png,1,1,0-0,1-1,,
39,867993,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-30T18:45:00+00:00,1661885100,1661885100,1661888700,Regular Season - 5,Match Finished,FT,90,St. Mary's Stadium,M. Oliver,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,49,Chelsea,https://media-1.api-sports.io/football/teams/49.png,2,1,2-1,2-1,,
39,867989,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-08-30T19:00:00+00:00,1661886000,1661886000,1661889600,Regular Season - 5,Match Finished,FT,90,Elland Road,D. England,63,Leeds,https://media-2.api-sports.io/football/teams/63.png,45,Everton,https://media-1.api-sports.io/football/teams/45.png,1,1,0-1,1-1,,
39,867986,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-08-31T18:30:00+00:00,1661970600,1661970600,1661974200,Regular Season - 5,Match Finished,FT,90,Vitality Stadium,A. Taylor,35,Bournemouth,https://media-1.api-sports.io/football/teams/35.png,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,0,0,0-0,0-0,,
39,867987,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-08-31T18:30:00+00:00,1661970600,1661970600,1661974200,Regular Season - 5,Match Finished,FT,90,Emirates Stadium,R. Jones,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,66,Aston Villa,https://media-1.api-sports.io/football/teams/66.png,2,1,1-0,2-1,,
39,867995,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-31T18:30:00+00:00,1661970600,1661970600,1661974200,Regular Season - 5,Match Finished,FT,90,Etihad Stadium,P. Tierney,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,65,Nottingham Forest,https://media-1.api-sports.io/football/teams/65.png,6,0,3-0,6-0,,
39,867991,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-08-31T18:45:00+00:00,1661971500,1661971500,1661975100,Regular Season - 5,Match Finished,FT,90,London Stadium,P. Bankes,48,West Ham,https://media-3.api-sports.io/football/teams/48.png,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,1,1,0-1,1-1,,
39,867994,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-08-31T19:00:00+00:00,1661972400,1661972400,1661976000,Regular Season - 5,Match Finished,FT,90,Anfield,A. Marriner,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,2,1,0-1,2-1,,
39,867990,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-09-01T19:00:00+00:00,1662058800,1662058800,1662062400,Regular Season - 5,Match Finished,FT,90,King Power Stadium,C. Pawson,46,Leicester,https://media-2.api-sports.io/football/teams/46.png,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,0,1,0-1,0-1,,
39,868000,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-03T11:30:00+00:00,1662204600,1662204600,1662208200,Regular Season - 6,Match Finished,FT,90,Goodison Park,A. Taylor,45,Everton,https://media-1.api-sports.io/football/teams/45.png,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,0,0,0-0,0-0,,
39,867997,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,Gtech Community Stadium,R. Jones,55,Brentford,https://media-2.api-sports.io/football/teams/55.png,63,Leeds,https://media-1.api-sports.io/football/teams/63.png,5,2,2-1,5-2,,
39,867999,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,Stamford Bridge,A. Madley,49,Chelsea,https://media-3.api-sports.io/football/teams/49.png,48,West Ham,https://media-3.api-sports.io/football/teams/48.png,2,1,0-0,2-1,,
39,868002,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,St. James' Park,M. Salisbury,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,52,Crystal Palace,https://media-1.api-sports.io/football/teams/52.png,0,0,0-0,0-0,,
39,868003,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,The City Ground,M. Oliver,65,Nottingham Forest,https://media-3.api-sports.io/football/teams/65.png,35,Bournemouth,https://media-2.api-sports.io/football/teams/35.png,2,3,2-0,2-3,,
39,868004,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,Tottenham Hotspur Stadium,S. Attwell,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,36,Fulham,https://media-2.api-sports.io/football/teams/36.png,2,1,1-0,2-1,,
39,868005,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-03T14:00:00+00:00,1662213600,1662213600,1662217200,Regular Season - 6,Match Finished,FT,90,Molineux Stadium,J. Brooks,39,Wolves,https://media-1.api-sports.io/football/teams/39.png,41,Southampton,https://media-3.api-sports.io/football/teams/41.png,1,0,1-0,1-0,,
39,867996,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-03T16:30:00+00:00,1662222600,1662222600,1662226200,Regular Season - 6,Match Finished,FT,90,Villa Park,S. Hooper,66,Aston Villa,https://media-3.api-sports.io/football/teams/66.png,50,Manchester City,https://media-2.api-sports.io/football/teams/50.png,1,1,0-0,1-1,,
39,867998,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-04T13:00:00+00:00,1662296400,1662296400,1662300000,Regular Season - 6,Match Finished,FT,90,The American Express Community Stadium,T. Harrington,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,46,Leicester,https://media-2.api-sports.io/football/teams/46.png,5,2,2-2,5-2,,
39,868001,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-04T15:30:00+00:00,1662305400,1662305400,1662309000,Regular Season - 6,Match Finished,FT,90,Old Trafford,P. Tierney,33,Manchester United,https://media-3.api-sports.io/football/teams/33.png,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,3,1,1-0,3-1,,
39,868016,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-16T19:00:00+00:00,1663354800,1663354800,1663358400,Regular Season - 8,Match Finished,FT,90,Villa Park,T. Harrington,66,Aston Villa,https://media-2.api-sports.io/football/teams/66.png,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,1,0,1-0,1-0,,
39,868023,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-16T19:00:00+00:00,1663354800,1663354800,1663358400,Regular Season - 8,Match Finished,FT,90,The City Ground,J. Gillett,65,Nottingham Forest,https://media-1.api-sports.io/football/teams/65.png,36,Fulham,https://media-3.api-sports.io/football/teams/36.png,2,3,1-0,2-3,,
39,868025,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-17T11:30:00+00:00,1663414200,1663414200,1663417800,Regular Season - 8,Match Finished,FT,90,Molineux Stadium,A. Taylor,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,0,3,0-2,0-3,,
39,868022,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-17T14:00:00+00:00,1663423200,1663423200,1663426800,Regular Season - 8,Match Finished,FT,90,St. James' Park,C. Pawson,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,35,Bournemouth,https://media-2.api-sports.io/football/teams/35.png,1,1,0-0,1-1,,
39,868024,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-17T16:30:00+00:00,1663432200,1663432200,1663435800,Regular Season - 8,Match Finished,FT,90,Tottenham Hotspur Stadium,S. Hooper,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,46,Leicester,https://media-1.api-sports.io/football/teams/46.png,6,2,2-2,6-2,,
39,868017,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-09-18T11:00:00+00:00,1663498800,1663498800,1663502400,Regular Season - 8,Match Finished,FT,90,Gtech Community Stadium,D. Coote,55,Brentford,https://media-2.api-sports.io/football/teams/55.png,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,0,3,0-2,0-3,,
39,868020,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-09-18T13:15:00+00:00,1663506900,1663506900,1663510500,Regular Season - 8,Match Finished,FT,90,Goodison Park,M. Oliver,45,Everton,https://media-1.api-sports.io/football/teams/45.png,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,1,0,0-0,1-0,,
39,868027,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-01T11:30:00+00:00,1664623800,1664623800,1664627400,Regular Season - 9,Match Finished,FT,90,Emirates Stadium,A. Taylor,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,3,1,1-1,3-1,,
39,868026,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-01T14:00:00+00:00,1664632800,1664632800,1664636400,Regular Season - 9,Match Finished,FT,90,Vitality Stadium,T. Bramall,35,Bournemouth,https://media-3.api-sports.io/football/teams/35.png,55,Brentford,https://media-3.api-sports.io/football/teams/55.png,0,0,0-0,0-0,,
39,868028,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-01T14:00:00+00:00,1664632800,1664632800,1664636400,Regular Season - 9,Match Finished,FT,90,Selhurst Park,C. Kavanagh,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,49,Chelsea,https://media-2.api-sports.io/football/teams/49.png,1,2,1-1,1-2,,
39,868029,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-01T14:00:00+00:00,1664632800,1664632800,1664636400,Regular Season - 9,Match Finished,FT,90,Craven Cottage,D. England,36,Fulham,https://media-1.api-sports.io/football/teams/36.png,34,Newcastle,https://media-1.api-sports.io/football/teams/34.png,1,4,0-3,1-4,,
39,868032,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-01T14:00:00+00:00,1664632800,1664632800,1664636400,Regular Season - 9,Match Finished,FT,90,Anfield,A. Madley,40,Liverpool,https://media-3.api-sports.io/football/teams/40.png,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,3,3,1-2,3-3,,
39,868034,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-01T14:00:00+00:00,1664632800,1664632800,1664636400,Regular Season - 9,Match Finished,FT,90,St. Mary's Stadium,A. Marriner,41,Southampton,https://media-3.api-sports.io/football/teams/41.png,45,Everton,https://media-1.api-sports.io/football/teams/45.png,1,2,0-0,1-2,,
39,868035,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-01T16:30:00+00:00,1664641800,1664641800,1664645400,Regular Season - 9,Match Finished,FT,90,London Stadium,P. Tierney,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,2,0,1-0,2-0,,
39,868033,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-02T13:00:00+00:00,1664715600,1664715600,1664719200,Regular Season - 9,Match Finished,FT,90,Etihad Stadium,M. Oliver,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,6,3,4-0,6-3,,
39,868030,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-02T15:30:00+00:00,1664724600,1664724600,1664728200,Regular Season - 9,Match Finished,FT,90,Elland Road,S. Attwell,63,Leeds,https://media-2.api-sports.io/football/teams/63.png,66,Aston Villa,https://media-2.api-sports.io/football/teams/66.png,0,0,0-0,0-0,,
39,868031,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-03T19:00:00+00:00,1664823600,1664823600,1664827200,Regular Season - 9,Match Finished,FT,90,King Power Stadium,R. Jones,46,Leicester,https://media-2.api-sports.io/football/teams/46.png,65,Nottingham Forest,https://media-1.api-sports.io/football/teams/65.png,4,0,3-0,4-0,,
39,868036,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-08T14:00:00+00:00,1665237600,1665237600,1665241200,Regular Season - 10,Match Finished,FT,90,Vitality Stadium,M. Salisbury,35,Bournemouth,https://media-2.api-sports.io/football/teams/35.png,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,2,1,0-1,2-1,,
39,868039,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-08T14:00:00+00:00,1665237600,1665237600,1665241200,Regular Season - 10,Match Finished,FT,90,Stamford Bridge,S. Hooper,49,Chelsea,https://media-2.api-sports.io/football/teams/49.png,39,Wolves,https://media-1.api-sports.io/football/teams/39.png,3,0,1-0,3-0,,
39,868042,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-08T14:00:00+00:00,1665237600,1665237600,1665241200,Regular Season - 10,Match Finished,FT,90,Etihad Stadium,A. Madley,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,41,Southampton,https://media-3.api-sports.io/football/teams/41.png,4,0,2-0,4-0,,
39,868043,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-08T14:00:00+00:00,1665237600,1665237600,1665241200,Regular Season - 10,Match Finished,FT,90,St. James' Park,J. Brooks,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,55,Brentford,https://media-1.api-sports.io/football/teams/55.png,5,1,2-0,5-1,,
39,868038,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-08T16:30:00+00:00,1665246600,1665246600,1665250200,Regular Season - 10,Match Finished,FT,90,The American Express Community Stadium,T. Harrington,51,Brighton,https://media-1.api-sports.io/football/teams/51.png,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,0,1,0-1,0-1,,
39,868040,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-09T13:00:00+00:00,1665320400,1665320400,1665324000,Regular Season - 10,Match Finished,FT,90,Selhurst Park,P. Tierney,52,Crystal Palace,https://media-1.api-sports.io/football/teams/52.png,63,Leeds,https://media-1.api-sports.io/football/teams/63.png,2,1,1-1,2-1,,
39,868045,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-09T13:00:00+00:00,1665320400,1665320400,1665324000,Regular Season - 10,Match Finished,FT,90,London Stadium,C. Kavanagh,48,West Ham,https://media-1.api-sports.io/football/teams/48.png,36,Fulham,https://media-1.api-sports.io/football/teams/36.png,3,1,1-1,3-1,,
39,868037,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-09T15:30:00+00:00,1665329400,1665329400,1665333000,Regular Season - 10,Match Finished,FT,90,Emirates Stadium,M. Oliver,42,Arsenal,https://media-1.api-sports.io/football/teams/42.png,40,Liverpool,https://media-3.api-sports.io/football/teams/40.png,3,2,2-1,3-2,,
39,868041,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-09T18:00:00+00:00,1665338400,1665338400,1665342000,Regular Season - 10,Match Finished,FT,90,Goodison Park,D. Coote,45,Everton,https://media-1.api-sports.io/football/teams/45.png,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,1,2,1-2,1-2,,
39,868044,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-10T19:00:00+00:00,1665428400,1665428400,1665432000,Regular Season - 10,Match Finished,FT,90,The City Ground,A. Taylor,65,Nottingham Forest,https://media-2.api-sports.io/football/teams/65.png,66,Aston Villa,https://media-3.api-sports.io/football/teams/66.png,1,1,1-1,1-1,,
39,868047,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-14T19:00:00+00:00,1665774000,1665774000,1665777600,Regular Season - 11,Match Finished,FT,90,Gtech Community Stadium,M. Salisbury,55,Brentford,https://media-3.api-sports.io/football/teams/55.png,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,2,0,1-0,2-0,,
39,868050,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-15T11:30:00+00:00,1665833400,1665833400,1665837000,Regular Season - 11,Match Finished,FT,90,King Power Stadium,A. Madley,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,52,Crystal Palace,https://media-1.api-sports.io/football/teams/52.png,0,0,0-0,0-0,,
39,868048,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-15T14:00:00+00:00,1665842400,1665842400,1665846000,Regular Season - 11,Match Finished,FT,90,Craven Cottage,G. Scott,36,Fulham,https://media-3.api-sports.io/football/teams/36.png,35,Bournemouth,https://media-3.api-sports.io/football/teams/35.png,2,2,1-2,2-2,,
39,868055,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-15T14:00:00+00:00,1665842400,1665842400,1665846000,Regular Season - 11,Match Finished,FT,90,Molineux Stadium,T. Bramall,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,65,Nottingham Forest,https://media-2.api-sports.io/football/teams/65.png,1,0,0-0,1-0,,
39,868054,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-15T16:30:00+00:00,1665851400,1665851400,1665855000,Regular Season - 11,Match Finished,FT,90,Tottenham Hotspur Stadium,P. Tierney,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,45,Everton,https://media-3.api-sports.io/football/teams/45.png,2,0,0-0,2-0,,
39,868046,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-16T13:00:00+00:00,1665925200,1665925200,1665928800,Regular Season - 11,Match Finished,FT,90,Villa Park,R. Jones,66,Aston Villa,https://media-1.api-sports.io/football/teams/66.png,49,Chelsea,https://media-1.api-sports.io/football/teams/49.png,0,2,0-1,0-2,,
39,868049,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-16T13:00:00+00:00,1665925200,1665925200,1665928800,Regular Season - 11,Match Finished,FT,90,Elland Road,C. Kavanagh,63,Leeds,https://media-3.api-sports.io/football/teams/63.png,42,Arsenal,https://media-1.api-sports.io/football/teams/42.png,0,1,0-1,0-1,,
39,868052,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-16T13:00:00+00:00,1665925200,1665925200,1665928800,Regular Season - 11,Match Finished,FT,90,Old Trafford,C. Pawson,33,Manchester United,https://media-2.api-sports.io/football/teams/33.png,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,0,0,0-0,0-0,,
39,868053,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-16T13:00:00+00:00,1665925200,1665925200,1665928800,Regular Season - 11,Match Finished,FT,90,St. Mary's Stadium,P. Bankes,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,1,1,1-0,1-1,,
39,868051,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-16T15:30:00+00:00,1665934200,1665934200,1665937800,Regular Season - 11,Match Finished,FT,90,Anfield,A. Taylor,40,Liverpool,https://media-3.api-sports.io/football/teams/40.png,50,Manchester City,https://media-2.api-sports.io/football/teams/50.png,1,0,0-0,1-0,,
39,868059,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-18T18:30:00+00:00,1666117800,1666117800,1666121400,Regular Season - 12,Match Finished,FT,90,The American Express Community Stadium,D. England,51,Brighton,https://media-3.api-sports.io/football/teams/51.png,65,Nottingham Forest,https://media-1.api-sports.io/football/teams/65.png,0,0,0-0,0-0,,
39,868062,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-18T19:15:00+00:00,1666120500,1666120500,1666124100,Regular Season - 12,Match Finished,FT,90,Selhurst Park,D. Coote,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,39,Wolves,https://media-1.api-sports.io/football/teams/39.png,2,1,0-1,2-1,,
39,868056,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-19T18:30:00+00:00,1666204200,1666204200,1666207800,Regular Season - 12,Match Finished,FT,90,Vitality Stadium,J. Brooks,35,Bournemouth,https://media-1.api-sports.io/football/teams/35.png,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,0,1,0-1,0-1,,
39,868058,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022-10-19T18:30:00+00:00,1666204200,1666204200,1666207800,Regular Season - 12,Match Finished,FT,90,Gtech Community Stadium,J. Gillett,55,Brentford,https://media-3.api-sports.io/football/teams/55.png,49,Chelsea,https://media-3.api-sports.io/football/teams/49.png,0,0,0-0,0-0,,
39,868063,Premier League,England,https://media-3.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-19T18:30:00+00:00,1666204200,1666204200,1666207800,Regular Season - 12,Match Finished,FT,90,St. James' Park,T. Harrington,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,45,Everton,https://media-3.api-sports.io/football/teams/45.png,1,0,1-0,1-0,,
39,868064,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022-10-19T18:30:00+00:00,1666204200,1666204200,1666207800,Regular Season - 12,Match Finished,FT,90,Anfield,S. Attwell,40,Liverpool,https://media-3.api-sports.io/football/teams/40.png,48,West Ham,https://media-1.api-sports.io/football/teams/48.png,1,0,1-0,1-0,,
39,868065,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022-10-19T19:15:00+00:00,1666206900,1666206900,1666210500,Regular Season - 12,Match Finished,FT,90,Old Trafford,S. Hooper,33,Manchester United,https://media-3.api-sports.io/football/teams/33.png,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,2,0,0-0,2-0,,
