league_id,fixture_id,coach_id,coach_name,formation,team_id,startingXI,substitutes
39,867998,15,B. Rodgers,4-4-2,18146,18146-D. Ward-1-G|19760-J. Justin-2-D|18786-W. Ndidi-25-D|18772-J. Evans-6-D|152969-L. Thomas-33-D|18784-J. Maddison-10-M|22233-B. Soumaré-42-M|2926-Y. Tielemans-8-M|18778-H. Barnes-7-M|2778-K. Ịheanachọ-14-F|1098-P. Daka-20-F,2920-T. Castagne-27-D|18788-J. Vardy-9-F|148099-K. Dewsbury-Hall-22-M|3421-D. Amartey-18-D|18785-N. Mendy-24-M|17736-D. Iversen-31-G|18777-M. Albrighton-11-M|2925-D. Praet-26-M|18906-Ayoze Pérez-17-F
39,868001,1993,E. ten Hag,4-2-3-1,882,882-David de Gea-1-G|886-Diogo Dalot-20-D|742-R. Varane-19-D|2467-Lisandro Martínez-6-D|37145-T. Malacia-12-D|903-S. McTominay-39-M|174-C. Eriksen-14-M|9971-Antony-21-M|1485-Bruno Fernandes-8-M|18-J. Sancho-25-M|909-M. Rashford-10-F,874-Cristiano Ronaldo-7-F|905-Fred-17-M|747-Casemiro-18-M|2935-H. Maguire-5-D|889-V. Lindelöf-2-D|891-L. Shaw-23-D|153430-A. Elanga-36-F|18886-M. Dúbravka-31-G|2931-T. Heaton-22-G
39,868001,7248,Mikel Arteta,4-3-3,20355,20355-A. Ramsdale-1-G|19959-B. White-4-D|22090-W. Saliba-12-D|22224-Gabriel Magalhães-6-D|641-O. Zinchenko-35-D|37127-M. Ødegaard-8-M|1427-A. Lokonga-23-M|1464-G. Xhaka-34-M|1460-B. Saka-7-F|643-Gabriel Jesus-9-F|127769-Gabriel Martinelli-11-F,1161-E. Smith Rowe-10-M|1468-E. Nketiah-14-F|41725-Fábio Vieira-21-M|2597-T. Tomiyasu-18-D|311520-Marquinhos-27-F|50999-M. Turner-30-G|190-Cédric Soares-17-D|1440-R. Holding-16-D|1117-K. Tierney-3-D
39,868016,2427,S. Gerrard,4-3-2-1,19599,19599-E. Martínez-1-G|894-A. Young-18-D|19354-E. Konsa-4-D|19179-T. Mings-5-D|2724-L. Digne-27-D|19192-J. Ramsey-41-M|1904-B. Kamara-44-M|19191-J.  McGinn-7-M|983-L. Bailey-31-M|147-Philippe Coutinho-23-M|19366-O. Watkins-11-F,47522-Douglas Luiz-6-M|19071-E. Buendía-10-M|2922-L. Dendoncker-32-M|18955-D. Ings-9-F|766-R. Olsen-25-G|2852-L. Augustinsson-17-D|1914-M. Sanson-8-M|76-M. Nakamba-19-M|19016-C. Chambers-16-D
39,868016,8,R. Hasenhüttl,4-2-3-1,105971,105971-G. Bazunu-31-G|171-K. Walker-Peters-2-D|25061-A. Bella-Kotchap-37-D|47480-M. Salisu-22-D|20600-R. Perraud-15-D|2938-J. Ward-Prowse-8-M|20557-I. Diallo-27-M|2114-M. Djenepo-19-M|18946-M. Elyounoussi-24-M|19484-A. Armstrong-9-M|19524-C. Adams-10-F,284264-Juan Larios-28-D|19825-J. Aribo-7-M|18945-S. Armstrong-17-M|190686-S. Mara-18-F|278085-S. Edozie-23-F|18935-A. McCarthy-1-G|1902-D. Ćaleta-Car-6-D|30476-Lyanco-4-D|18769-T. Walcott-32-F
39,868023,98,S. Cooper,3-4-1-2,19088,19088-D. Henderson-1-G|18739-W. Boly-30-D|18863-S. Cook-3-D|44811-S. McKenna-26-D|138780-N. Williams-7-M|19305-R. Yates-22-M|2807-R. Freuler-23-M|10122-Renan Lodi-32-M|18746-M. Gibbs-White-10-F|129711-B. Johnson-20-F|8598-T. Awoniyi-9-F,1746-J. Worrall-4-D|900-J. Lingard-11-M|20503-L. O'Brien-14-M|18884-S. Surridge-16-F|80-E. Dennis-25-F|2991-C. Kouyaté-21-M|18836-W. Hennessey-13-G|84081-G. Biancone-2-D|17365-H. Toffolo-15-D
39,868023,10,Marco Silva,4-2-3-1,1438,1438-B. Leno-17-G|657-K. Tete-2-D|19145-T. Adarabioyo-4-D|18814-I. Diop-31-D|19023-T. Ream-13-D|19480-H. Reed-6-M|41104-João Palhinha-26-M|2294-Willian-20-M|899-Andreas Pereira-18-M|19004-B. De Cordova-Reid-14-M|2825-A. Mitrović-9-F,19329-D. James-21-M|19025-T. Cairney-10-M|19027-N. Kebano-7-M|104-Carlos Vinícius-30-F|946-K. Mbabu-27-D|284475-L. Harris-38-|18962-S. Duffy-5-D|18803-N. Chalobah-12-M|19657-M. Rodák-1-G
39,868025,2213,Bruno Lage,4-3-3,1590,1590-José Sá-1-G|18740-Jonny Castro-19-D|19495-N. Collins-4-D|18744-M. Kilman-23-D|21138-R. Aït Nouri-3-D|41621-Matheus Nunes-27-M|2676-Rúben Neves-8-M|2677-João Moutinho-28-M|1864-Pedro Neto-7-F|1605-Daniel Podence-10-F|925-Gonçalo Guedes-17-F,24888-Hwang Hee-Chan-11-F|157912-B. Traoré-6-M|130-Nélson Semedo-22-D|158432-C. Campbell-77-M|280687-Hugo Bueno-64-D|41606-Toti-24-D|61178-C. Ronan-25-M|195717-Y. Mosquera-14-D|19173-M. Šarkić-13-G
39,868025,4,Pep Guardiola,4-3-3,617,617-Ederson-31-G|626-J. Stones-5-D|5-M. Akanji-25-D|567-Rúben Dias-3-D|855-João Cancelo-7-D|629-K. De Bruyne-17-M|44-Rodri-16-M|636-Bernardo Silva-20-M|631-P. Foden-47-F|1100-E. Haaland-9-F|19187-J. Grealish-10-F,6009-J. Álvarez-19-F|635-R. Mahrez-26-F|633-İ. Gündoğan-8-M|152982-C. Palmer-80-M|23-Sergio Gómez-21-M|19197-S. Carson-33-G|627-K. Walker-2-D|25004-S. Ortega-18-G|18861-N. Aké-6-D
39,868022,5,E. Howe,4-3-3,18911,18911-N. Pope-22-G|169-K. Trippier-2-D|2806-F. Schär-5-D|18961-D. Burn-33-D|18941-M. Targett-13-D|1463-J. Willock-28-M|10135-Bruno Guimarães-39-M|723-Joelinton-7-M|2507-M. Almirón-24-F|2864-A. Isak-14-F|18873-R. Fraser-21-F,19163-J. Murphy-23-M|18901-S. Longstaff-36-M|18931-C. Wood-20-F|1972-L. Karius-18-G|18894-J. Lascelles-6-D|38734-S. Botman-4-D|18903-M. Ritchie-11-M|18896-Javi Manquillo-19-D|19076-J. Lewis-12-D
39,868022,18151,G. O'Neil,4-2-3-1,912,912-Neto-13-G|18869-A. Smith-15-D|18866-C. Mepham-6-D|6610-M. Senesi-25-D|19824-J. Zemura-33-D|18872-L. Cook-4-M|2490-J. Lerma-8-M|19245-M. Tavernier-16-M|2734-P. Billing-29-M|1125-R. Christie-10-M|18883-D. Solanke-9-F,196855-J. Anthony-32-F|19769-J. Stacey-17-D|19804-K. Moore-21-F|18940-J. Stephens-3-D|19964-S. Dembélé-20-M|19866-J. Lowe-18-F|18878-J. Stanislas-19-M|18860-M. Travers-1-G|19356-E. Marcondes-11-M
39,868024,15,B. Rodgers,4-1-4-1,18146,18146-D. Ward-1-G|2920-T. Castagne-27-D|18772-J. Evans-6-D|8694-W. Faes-3-D|19760-J. Justin-2-D|18786-W. Ndidi-25-M|18784-J. Maddison-10-M|2926-Y. Tielemans-8-M|148099-K. Dewsbury-Hall-22-M|18778-H. Barnes-7-M|1098-P. Daka-20-F,18788-J. Vardy-9-F|2778-K. Ịheanachọ-14-F|22233-B. Soumaré-42-M|3421-D. Amartey-18-D|152969-L. Thomas-33-D|18906-Ayoze Pérez-17-F|2925-D. Praet-26-M|17736-D. Iversen-31-G|18777-M. Albrighton-11-M
39,868024,2425,A. Conte,3-4-2-1,159,159-H. Lloris-1-G|168-D. Sánchez-6-D|175-E. Dier-15-D|133-C. Lenglet-34-D|207-I. Perišić-14-M|2735-P. Højbjerg-5-M|863-R. Bentancur-30-M|19032-R. Sessegnon-19-M|30435-D. Kulusevski-21-F|2413-Richarlison-9-F|184-H. Kane-10-F,1566-Emerson-12-D|30776-C. Romero-17-D|186-Son Heung-Min-7-F|18968-Y. Bissouma-38-M|149550-J. Tanganga-25-D|18742-M. Doherty-2-D|2061-Bryan Gil-11-F|18932-F. Forster-20-G|180-O. Skipp-4-M
39,868017,90,T. Frank,3-5-2,19465,19465-David Raya-1-G|1119-K. Ajer-20-D|19124-P. Jansson-18-D|18917-B. Mee-16-D|44871-A. Hickey-2-M|19362-J. Dasilva-10-M|25073-V. Janelt-27-M|47438-M. Jensen-8-M|19346-R. Henry-3-M|20589-B. Mbeumo-19-F|19974-I. Toney-17-F,15799-F. Onyeka-15-M|15908-M. Damsgaard-24-M|20110-S. Baptiste-26-M|20649-Y. Wissa-11-M|2731-M. Jørgensen-13-D|2699-S. Ghoddos-14-F|19352-Sergi Canós-7-F|15745-M. Rasmussen-30-D|1835-T. Strakosha-22-G
39,868017,7248,Mikel Arteta,4-3-3,20355,20355-A. Ramsdale-1-G|19959-B. White-4-D|22090-W. Saliba-12-D|22224-Gabriel Magalhães-6-D|1117-K. Tierney-3-D|41725-Fábio Vieira-21-M|49-T. Partey-5-M|1464-G. Xhaka-34-M|1460-B. Saka-7-F|643-Gabriel Jesus-9-F|127769-Gabriel Martinelli-11-F,1427-A. Lokonga-23-M|1468-E. Nketiah-14-F|2597-T. Tomiyasu-18-D|311520-Marquinhos-27-F|313236-E. Nwaneri-83-M|50999-M. Turner-30-G|167658-M. Smith-72-M|1440-R. Holding-16-D|284439-L. Sousa-96-D
39,868020,20,F. Lampard,4-3-3,18858,18858-A. Begović-15-G|138417-N. Patterson-3-D|18741-C. Coady-30-D|2936-J. Tarkowski-2-D|2165-V. Mykolenko-19-D|162714-A. Onana-8-M|2990-I. Gueye-27-M|1455-A. Iwobi-17-M|18781-D. Gray-11-F|19364-N. Maupay-20-F|138787-A. Gordon-10-F,18929-D. McNeil-7-M|18805-A. Doucouré-16-M|2461-S. Rondón-33-F|2934-M. Keane-5-D|18762-T. Davies-26-M|18770-E. Jakupovic-35-G|18758-S. Coleman-23-D|895-J. Garner-37-M|18745-Rúben Vinagre-29-D
39,868020,5662,D. Moyes,4-2-3-1,2997,2997-Ł. Fabiański-1-G|1231-V. Coufal-5-D|2726-K. Zouma-4-D|261-T. Kehrer-24-D|18813-A. Cresswell-3-D|1243-T. Souček-28-M|2937-D. Rice-41-M|19428-J. Bowen-20-M|1646-Lucas Paquetá-11-M|1697-Pablo Fornals-8-M|18819-M. Antonio-9-F,19361-S. Benrahma-22-F|665-M. Cornet-14-F|30544-G. Scamacca-7-F|2284-Emerson-33-D|2473-M. Lanzini-10-M|19147-C. Dawson-15-D|18817-A. Ogbonna-21-D|253-A. Aréola-13-G|19733-F. Downes-12-M
39,868027,7248,Mikel Arteta,4-3-3,20355,20355-A. Ramsdale-1-G|19959-B. White-4-D|22090-W. Saliba-12-D|22224-Gabriel Magalhães-6-D|641-O. Zinchenko-35-D|37127-M. Ødegaard-8-M|49-T. Partey-5-M|1464-G. Xhaka-34-M|1460-B. Saka-7-F|643-Gabriel Jesus-9-F|127769-Gabriel Martinelli-11-F,1427-A. Lokonga-23-M|1117-K. Tierney-3-D|1468-E. Nketiah-14-F|41725-Fábio Vieira-21-M|2597-T. Tomiyasu-18-D|727-R. Nelson-24-F|1440-R. Holding-16-D|50999-M. Turner-30-G|311520-Marquinhos-27-F
39,868027,2425,A. Conte,3-4-2-1,159,159-H. Lloris-1-G|30776-C. Romero-17-D|175-E. Dier-15-D|133-C. Lenglet-34-D|1566-Emerson-12-M|2735-P. Højbjerg-5-M|863-R. Bentancur-30-M|207-I. Perišić-14-M|2413-Richarlison-9-F|186-Son Heung-Min-7-F|184-H. Kane-10-F,18968-Y. Bissouma-38-M|168-D. Sánchez-6-D|18742-M. Doherty-2-D|19032-R. Sessegnon-19-M|180-O. Skipp-4-M|237129-P. Sarr-29-M|2061-Bryan Gil-11-F|19235-D. Spence-24-D|18932-F. Forster-20-G
39,868026,18151,G. O'Neil,4-4-2,912,912-Neto-13-G|18869-A. Smith-15-D|18866-C. Mepham-6-D|6610-M. Senesi-25-D|19824-J. Zemura-33-D|19245-M. Tavernier-16-M|18872-L. Cook-4-M|2490-J. Lerma-8-M|2734-P. Billing-29-M|19804-K. Moore-21-F|18883-D. Solanke-9-F,1125-R. Christie-10-M|19964-S. Dembélé-20-M|18860-M. Travers-1-G|19769-J. Stacey-17-D|19866-J. Lowe-18-F|18940-J. Stephens-3-D|20093-J. Hill-23-D|19356-E. Marcondes-11-M|196855-J. Anthony-32-F
39,868026,90,T. Frank,4-3-3,19465,19465-David Raya-1-G|1119-K. Ajer-20-D|19124-P. Jansson-18-D|18917-B. Mee-16-D|19346-R. Henry-3-D|20110-S. Baptiste-26-M|25073-V. Janelt-27-M|47438-M. Jensen-8-M|20589-B. Mbeumo-19-F|19974-I. Toney-17-F|15908-M. Damsgaard-24-F,19362-J. Dasilva-10-M|44871-A. Hickey-2-D|20649-Y. Wissa-11-M|2731-M. Jørgensen-13-D|15799-F. Onyeka-15-M|278041-M. Cox-34-G|382925-R. Trevitt-35-M|15745-M. Rasmussen-30-D|2699-S. Ghoddos-14-F
39,868028,28,P. Vieira,4-3-3,18835,18835-Guaita-13-G|18862-N. Clyne-17-D|18847-J. Ward-2-D|67971-M. Guéhi-6-D|182201-T. Mitchell-3-D|19617-M. Olise-7-M|3339-C. Doucouré-28-M|19586-E. Eze-10-M|3428-J. Ayew-9-F|1135-O. Édouard-22-F|3247-W. Zaha-11-F,18844-J. Tomkins-5-D|18843-J. Schlupp-15-M|25927-J. Mateta-14-F|18806-W. Hughes-19-M|19143-S. Johnstone-21-G|328808-M. Ebiowei-23-M|266203-J. Gordon-45-F|18853-J. Riedewald-44-M|18852-L. Milivojević-4-M
39,868028,12,G. Potter,4-2-2-2,2273,2273-Kepa-1-G|19545-R. James-24-D|22094-W. Fofana-33-D|259-Thiago Silva-6-D|2933-B. Chilwell-21-D|2291-M. Kovačić-8-M|2289-Jorginho-5-M|978-K. Havertz-29-M|19220-M. Mount-19-M|645-R. Sterling-17-F|1465-P. Aubameyang-9-F,2292-R. Loftus-Cheek-12-M|138822-A. Broja-18-F|67972-C. Gallagher-23-M|17-C. Pulišić-10-M|2280-César Azpilicueta-28-D|318-K. Koulibaly-26-D|19720-T. Chalobah-14-D|548-H. Ziyech-22-M|19012-M. Bettinelli-13-G
39,868029,10,Marco Silva,4-2-3-1,1438,1438-B. Leno-17-G|946-K. Mbabu-27-D|19145-T. Adarabioyo-4-D|19023-T. Ream-13-D|263-L. Kurzawa-3-D|19480-H. Reed-6-M|18803-N. Chalobah-12-M|19329-D. James-21-M|899-Andreas Pereira-18-M|19004-B. De Cordova-Reid-14-M|2825-A. Mitrović-9-F,104-Carlos Vinícius-30-F|18814-I. Diop-31-D|19025-T. Cairney-10-M|19027-N. Kebano-7-M|19657-M. Rodák-1-G|19393-J. Onomah-25-M|18962-S. Duffy-5-D|284475-L. Harris-38-|284471-S. Parkes-39-D
39,868029,5,E. Howe,4-3-3,18911,18911-N. Pope-22-G|169-K. Trippier-2-D|2806-F. Schär-5-D|38734-S. Botman-4-D|18961-D. Burn-33-D|18901-S. Longstaff-36-M|10135-Bruno Guimarães-39-M|1463-J. Willock-28-M|2507-M. Almirón-24-F|2939-C. Wilson-9-F|19163-J. Murphy-23-F,138908-E. Anderson-32-M|18873-R. Fraser-21-M|18941-M. Targett-13-D|19076-J. Lewis-12-D|18894-J. Lascelles-6-D|1972-L. Karius-18-G|18892-P. Dummett-3-D|18931-C. Wood-20-F|723-Joelinton-7-F
39,868032,1,J. Klopp,4-3-3,280,280-Alisson-1-G|283-T. Alexander-Arnold-66-D|286-J. Matip-32-D|290-V. van Dijk-4-D|1600-K. Tsimikas-21-D|292-J. Henderson-14-M|299-Fabinho-3-M|507-Thiago Alcântara-6-M|306-Mohamed Salah-11-F|302-Roberto Firmino-9-F|153066-Fábio Carvalho-28-F,2489-L. Díaz-23-F|296-J. Milner-7-M|19035-H. Elliott-19-M|2678-Diogo Jota-20-F|51617-D. Núñez-27-F|18812-Adrián-13-G|127472-N. Phillips-47-D|150-Arthur-29-M|284-J. Gomez-2-D
39,868032,2424,R. De Zerbi,3-4-2-1,18959,18959-Robert Sánchez-1-G|537-J. Veltman-34-D|18963-L. Dunk-5-D|19265-A. Webster-4-D|18973-S. March-7-M|6716-A. Mac Allister-10-M|116117-M. Caicedo-25-M|46731-P. Estupiñán-30-M|18970-P. Groß-13-F|1946-L. Trossard-11-F|1469-D. Welbeck-18-F,106835-K. Mitoma-22-M|295-A. Lallana-14-M|138815-T. Lamptey-2-D|26475-D. Undav-21-F|18960-J. Steele-23-G|70747-J. Enciso-20-F|202086-J. Sarmiento-19-F|130423-B. Gilmour-27-M|152953-L. Colwill-6-D
39,868034,8,R. Hasenhüttl,4-4-2,105971,105971-G. Bazunu-31-G|171-K. Walker-Peters-2-D|25061-A. Bella-Kotchap-37-D|1902-D. Ćaleta-Car-6-D|284264-Juan Larios-28-D|18945-S. Armstrong-17-M|2938-J. Ward-Prowse-8-M|1456-A. Maitland-Niles-3-M|19825-J. Aribo-7-M|190686-S. Mara-18-F|19524-C. Adams-10-F,19484-A. Armstrong-9-F|20600-R. Perraud-15-D|278085-S. Edozie-23-F|18946-M. Elyounoussi-24-M|18935-A. McCarthy-1-G|20557-I. Diallo-27-M|47480-M. Salisu-22-D|2114-M. Djenepo-19-M|18769-T. Walcott-32-F
39,868034,20,F. Lampard,4-3-3,2932,2932-J. Pickford-1-G|18758-S. Coleman-23-D|18741-C. Coady-30-D|2936-J. Tarkowski-2-D|2165-V. Mykolenko-19-D|162714-A. Onana-8-M|2990-I. Gueye-27-M|1455-A. Iwobi-17-M|18929-D. McNeil-7-F|19364-N. Maupay-20-F|18781-D. Gray-11-F,138787-A. Gordon-10-F|18762-T. Davies-26-M|2461-S. Rondón-33-F|18805-A. Doucouré-16-M|138849-K. John-48-D|2934-M. Keane-5-D|18858-A. Begović-15-G|895-J. Garner-37-M|18745-Rúben Vinagre-29-D
39,868035,5662,D. Moyes,4-2-3-1,2997,2997-Ł. Fabiański-1-G|261-T. Kehrer-24-D|19147-C. Dawson-15-D|2726-K. Zouma-4-D|18813-A. Cresswell-3-D|1243-T. Souček-28-M|2937-D. Rice-41-M|19428-J. Bowen-20-M|1646-Lucas Paquetá-11-M|665-M. Cornet-14-M|30544-G. Scamacca-7-F,1697-Pablo Fornals-8-M|18819-M. Antonio-9-F|2284-Emerson-33-D|2473-M. Lanzini-10-M|253-A. Aréola-13-G|18817-A. Ogbonna-21-D|19361-S. Benrahma-22-F|19733-F. Downes-12-M|1231-V. Coufal-5-D
39,868035,2213,Bruno Lage,3-4-2-1,1590,1590-José Sá-1-G|18740-Jonny Castro-19-D|2676-Rúben Neves-8-D|18744-M. Kilman-23-D|130-Nélson Semedo-22-M|2677-João Moutinho-28-M|41621-Matheus Nunes-27-M|21138-R. Aït Nouri-3-M|1605-Daniel Podence-10-F|1864-Pedro Neto-7-F|925-Gonçalo Guedes-17-F,18753-Adama Traoré-37-F|54-Diego Costa-29-F|158432-C. Campbell-77-M|157912-B. Traoré-6-M|61178-C. Ronan-25-M|280687-Hugo Bueno-64-D|41606-Toti-24-D|195717-Y. Mosquera-14-D|19173-M. Šarkić-13-G
39,868033,4,Pep Guardiola,4-3-3,617,617-Ederson-31-G|627-K. Walker-2-D|5-M. Akanji-25-D|18861-N. Aké-6-D|855-João Cancelo-7-D|629-K. De Bruyne-17-M|633-İ. Gündoğan-8-M|636-Bernardo Silva-20-M|631-P. Foden-47-F|1100-E. Haaland-9-F|19187-J. Grealish-10-F,23-Sergio Gómez-21-M|622-Aymeric Laporte-14-D|152982-C. Palmer-80-M|6009-J. Álvarez-19-F|635-R. Mahrez-26-F|19197-S. Carson-33-G|284230-R. Lewis-82-D|25004-S. Ortega-18-G|567-Rúben Dias-3-D
39,868033,1993,E. ten Hag,4-2-3-1,882,882-David de Gea-1-G|886-Diogo Dalot-20-D|742-R. Varane-19-D|2467-Lisandro Martínez-6-D|37145-T. Malacia-12-D|903-S. McTominay-39-M|174-C. Eriksen-14-M|9971-Antony-21-M|1485-Bruno Fernandes-8-M|18-J. Sancho-25-M|909-M. Rashford-10-F,889-V. Lindelöf-2-D|891-L. Shaw-23-D|747-Casemiro-18-M|908-A. Martial-9-F|905-Fred-17-M|874-Cristiano Ronaldo-7-F|2931-T. Heaton-22-G|153430-A. Elanga-36-F|70078-F. Pellistri-28-M
39,868030,1914,J. Marsch,4-2-3-1,20619,20619-I. Meslier-1-G|533-R. Kristensen-25-D|26238-R. Koch-5-D|19118-L. Cooper-6-D|64003-P. Struijk-21-D|1150-T. Adams-12-M|47341-Marc Roca-8-M|19128-J. Harrison-11-M|50739-B. Aaronson-7-M|37161-L. Sinisterra-23-M|935-Rodrigo-19-F,1564-Junior Firpo-3-D|19116-L. Ayling-2-D|19134-P. Bamford-9-F|37724-C. Summerville-10-M|3008-M. Klich-43-M|39105-K. Klaesson-13-G|153400-S. Greenwood-42-F|47302-Diego Llorente-14-D|162128-W. Gnonto-29-F
39,868030,2427,S. Gerrard,4-3-3,19599,19599-E. Martínez-1-G|894-A. Young-18-D|19354-E. Konsa-4-D|19179-T. Mings-5-D|2852-L. Augustinsson-17-D|19192-J. Ramsey-41-M|47522-Douglas Luiz-6-M|19191-J.  McGinn-7-M|983-L. Bailey-31-F|19366-O. Watkins-11-F|147-Philippe Coutinho-23-F,2999-J. Bednarek-20-D|19071-E. Buendía-10-M|18955-D. Ings-9-F|1914-M. Sanson-8-M|284457-L. Bogarde-52-M|766-R. Olsen-25-G|2922-L. Dendoncker-32-M|137302-C. Archer-35-F|76-M. Nakamba-19-M
39,868031,15,B. Rodgers,4-1-4-1,18146,18146-D. Ward-1-G|2920-T. Castagne-27-D|18772-J. Evans-6-D|8694-W. Faes-3-D|19760-J. Justin-2-D|18786-W. Ndidi-25-M|18784-J. Maddison-10-M|2926-Y. Tielemans-8-M|148099-K. Dewsbury-Hall-22-M|18778-H. Barnes-7-M|18788-J. Vardy-9-F,22233-B. Soumaré-42-M|1098-P. Daka-20-F|2925-D. Praet-26-M|18777-M. Albrighton-11-M|3421-D. Amartey-18-D|152969-L. Thomas-33-D|17736-D. Iversen-31-G|18906-Ayoze Pérez-17-F|2778-K. Ịheanachọ-14-F
39,868031,98,S. Cooper,4-2-3-1,19088,19088-D. Henderson-1-G|138780-N. Williams-7-D|18863-S. Cook-3-D|44811-S. McKenna-26-D|10122-Renan Lodi-32-D|2991-C. Kouyaté-21-M|20503-L. O'Brien-14-M|129711-B. Johnson-20-M|18746-M. Gibbs-White-10-M|900-J. Lingard-11-M|8598-T. Awoniyi-9-F,2807-R. Freuler-23-M|163-S. Aurier-24-D|19305-R. Yates-22-M|80-E. Dennis-25-F|24882-O. Mangala-5-M|18884-S. Surridge-16-F|1746-J. Worrall-4-D|18739-W. Boly-30-D|18836-W. Hennessey-13-G
39,868036,18151,G. O'Neil,4-4-2,912,912-Neto-13-G|18815-R. Fredericks-2-D|18866-C. Mepham-6-D|6610-M. Senesi-25-D|18869-A. Smith-15-D|1125-R. Christie-10-M|18872-L. Cook-4-M|2490-J. Lerma-8-M|19245-M. Tavernier-16-M|2734-P. Billing-29-F|18883-D. Solanke-9-F,19769-J. Stacey-17-D|196855-J. Anthony-32-F|19804-K. Moore-21-F|18940-J. Stephens-3-D|19824-J. Zemura-33-D|18860-M. Travers-1-G|19866-J. Lowe-18-F|19964-S. Dembélé-20-M|19356-E. Marcondes-11-M
39,868036,15,B. Rodgers,4-1-4-1,18146,18146-D. Ward-1-G|2920-T. Castagne-27-D|18772-J. Evans-6-D|8694-W. Faes-3-D|19760-J. Justin-2-D|22233-B. Soumaré-42-M|18784-J. Maddison-10-M|2926-Y. Tielemans-8-M|148099-K. Dewsbury-Hall-22-M|18778-H. Barnes-7-M|1098-P. Daka-20-F,18788-J. Vardy-9-F|3421-D. Amartey-18-D|2778-K. Ịheanachọ-14-F|18906-Ayoze Pérez-17-F|18777-M. Albrighton-11-M|2925-D. Praet-26-M|289624-S. Braybrooke-44-M|152969-L. Thomas-33-D|17736-D. Iversen-31-G
39,868039,12,G. Potter,4-2-3-1,2273,2273-Kepa-1-G|2280-César Azpilicueta-28-D|19720-T. Chalobah-14-D|318-K. Koulibaly-26-D|47380-Marc Cucurella-32-D|2292-R. Loftus-Cheek-12-M|2289-Jorginho-5-M|67972-C. Gallagher-23-M|19220-M. Mount-19-M|17-C. Pulišić-10-M|978-K. Havertz-29-F,2291-M. Kovačić-8-M|138822-A. Broja-18-F|19545-R. James-24-D|138935-C. Chukwuemeka-30-M|548-H. Ziyech-22-M|645-R. Sterling-17-F|2986-É. Mendy-16-G|1465-P. Aubameyang-9-F|2933-B. Chilwell-21-D
39,868039,9473,S. Davis,4-2-3-1,1590,1590-José Sá-1-G|130-Nélson Semedo-22-D|18744-M. Kilman-23-D|41606-Toti-24-D|18740-Jonny Castro-19-D|2677-João Moutinho-28-M|41621-Matheus Nunes-27-M|18753-Adama Traoré-37-M|1605-Daniel Podence-10-M|925-Gonçalo Guedes-17-M|54-Diego Costa-29-F,204033-J. Hodge-59-M|24888-Hwang Hee-Chan-11-F|158432-C. Campbell-77-M|21138-R. Aït Nouri-3-D|280687-Hugo Bueno-64-D|19173-M. Šarkić-13-G|195717-Y. Mosquera-14-D|61178-C. Ronan-25-M
39,868042,4,Pep Guardiola,4-2-3-1,617,617-Ederson-31-G|5-M. Akanji-25-D|567-Rúben Dias-3-D|18861-N. Aké-6-D|855-João Cancelo-7-D|44-Rodri-16-M|636-Bernardo Silva-20-M|635-R. Mahrez-26-M|629-K. De Bruyne-17-M|631-P. Foden-47-M|1100-E. Haaland-9-F,19187-J. Grealish-10-M|6009-J. Álvarez-19-F|152982-C. Palmer-80-M|23-Sergio Gómez-21-M|284230-R. Lewis-82-D|633-İ. Gündoğan-8-M|278128-J. Wilson-Esbrand-97-D|25004-S. Ortega-18-G|622-Aymeric Laporte-14-D
39,868042,8,R. Hasenhüttl,4-4-2,105971,105971-G. Bazunu-31-G|171-K. Walker-Peters-2-D|25061-A. Bella-Kotchap-37-D|47480-M. Salisu-22-D|20600-R. Perraud-15-D|18945-S. Armstrong-17-M|2938-J. Ward-Prowse-8-M|20557-I. Diallo-27-M|19825-J. Aribo-7-M|19524-C. Adams-10-F|19484-A. Armstrong-9-F,18946-M. Elyounoussi-24-M|2114-M. Djenepo-19-M|190686-S. Mara-18-F|284264-Juan Larios-28-D|1902-D. Ćaleta-Car-6-D|30476-Lyanco-4-D|18769-T. Walcott-32-F|1456-A. Maitland-Niles-3-M|18935-A. McCarthy-1-G
39,868043,5,E. Howe,4-3-3,18911,18911-N. Pope-22-G|169-K. Trippier-2-D|2806-F. Schär-5-D|38734-S. Botman-4-D|18961-D. Burn-33-D|18901-S. Longstaff-36-M|10135-Bruno Guimarães-39-M|1463-J. Willock-28-M|2507-M. Almirón-24-F|2939-C. Wilson-9-F|19163-J. Murphy-23-F,723-Joelinton-7-F|22173-A. Saint-Maximin-10-F|18931-C. Wood-20-F|138908-E. Anderson-32-M|18941-M. Targett-13-D|18873-R. Fraser-21-M|18894-J. Lascelles-6-D|1972-L. Karius-18-G|19076-J. Lewis-12-D
39,868043,90,T. Frank,3-5-2,19465,19465-David Raya-1-G|1119-K. Ajer-20-D|18917-B. Mee-16-D|19789-E. Pinnock-5-D|44871-A. Hickey-2-M|20110-S. Baptiste-26-M|47438-M. Jensen-8-M|19362-J. Dasilva-10-M|19346-R. Henry-3-M|20589-B. Mbeumo-19-F|19974-I. Toney-17-F,25073-V. Janelt-27-M|20649-Y. Wissa-11-M|15799-F. Onyeka-15-M|15908-M. Damsgaard-24-M|2699-S. Ghoddos-14-F|19352-Sergi Canós-7-F|2731-M. Jørgensen-13-D|15745-M. Rasmussen-30-D|278041-M. Cox-34-G
