league_id,fixture_id,coach_id,coach_name,formation,team_id,startingXI,substitutes
39,868135,96,N. Jones,3-1-4-2,105971,105971-G. Bazunu-31-G|25061-A. Bella-Kotchap-37-D|30476-Lyanco-4-D|47480-M. Salisu-22-D|282125-R. Lavia-45-M|171-K. Walker-Peters-2-M|2938-J. Ward-Prowse-8-M|18946-M. Elyounoussi-24-M|20600-R. Perraud-15-M|190686-S. Mara-18-F|19524-C. Adams-10-F,1902-D. Ćaleta-Car-6-D|19484-A. Armstrong-9-F|19825-J. Aribo-7-M|278085-S. Edozie-23-F|18945-S. Armstrong-17-M|1456-A. Maitland-Niles-3-M|2275-W. Caballero-13-G|20557-I. Diallo-27-M|2114-M. Djenepo-19-M
39,868135,98,S. Cooper,4-3-1-2,19088,19088-D. Henderson-1-G|163-S. Aurier-24-D|1746-J. Worrall-4-D|18739-W. Boly-30-D|10122-Renan Lodi-32-D|19305-R. Yates-22-M|2807-R. Freuler-23-M|24882-O. Mangala-5-M|18746-M. Gibbs-White-10-M|129711-B. Johnson-20-F|8598-T. Awoniyi-9-F,19299-J. Colback-8-M|9926-Gustavo Scarpa-31-M|18884-S. Surridge-16-F|17365-H. Toffolo-15-D|138780-N. Williams-7-D|18863-S. Cook-3-D|80-E. Dennis-25-F|44811-S. McKenna-26-D|18836-W. Hennessey-13-G
39,868132,1914,J. Marsch,4-2-3-1,20619,20619-I. Meslier-1-G|19116-L. Ayling-2-D|26238-R. Koch-5-D|19118-L. Cooper-6-D|64003-P. Struijk-21-D|47341-Marc Roca-8-M|1150-T. Adams-12-M|50739-B. Aaronson-7-M|162128-W. Gnonto-29-M|37724-C. Summerville-10-M|935-Rodrigo-19-F,3008-M. Klich-43-M|19128-J. Harrison-11-M|153400-S. Greenwood-42-F|19569-J. Gelhardt-30-F|282124-D. Gyabi-18-M|533-R. Kristensen-25-D|1558-Joel Robles-22-G|1564-Junior Firpo-3-D|47302-Diego Llorente-14-D
39,868132,5662,D. Moyes,4-3-3,2997,2997-Ł. Fabiański-1-G|1231-V. Coufal-5-D|19147-C. Dawson-15-D|21694-N. Aguerd-27-D|261-T. Kehrer-24-D|1646-Lucas Paquetá-11-M|2937-D. Rice-41-M|1243-T. Souček-28-M|19428-J. Bowen-20-F|30544-G. Scamacca-7-F|1697-Pablo Fornals-8-F,18819-M. Antonio-9-F|18813-A. Cresswell-3-D|19361-S. Benrahma-22-F|19733-F. Downes-12-M|2284-Emerson-33-D|18823-B. Johnson-2-D|2473-M. Lanzini-10-M|253-A. Aréola-13-G|18817-A. Ogbonna-21-D
39,868127,18,Unai Emery,4-4-2,19599,19599-E. Martínez-1-G|894-A. Young-18-D|19354-E. Konsa-4-D|19179-T. Mings-5-D|2724-L. Digne-27-D|19298-M. Cash-2-M|1904-B. Kamara-44-M|47522-Douglas Luiz-6-M|19071-E. Buendía-10-M|983-L. Bailey-31-F|19366-O. Watkins-11-F,147-Philippe Coutinho-23-M|18955-D. Ings-9-F|2852-L. Augustinsson-17-D|2922-L. Dendoncker-32-M|19016-C. Chambers-16-D|766-R. Olsen-25-G|312260-K. Young-72-M|1914-M. Sanson-8-M|2999-J. Bednarek-20-D
39,868127,1594,Lopetegui,4-2-3-1,1590,1590-José Sá-1-G|130-Nélson Semedo-22-D|19495-N. Collins-4-D|18744-M. Kilman-23-D|280687-Hugo Bueno-64-D|2676-Rúben Neves-8-M|41621-Matheus Nunes-27-M|24888-Hwang Hee-Chan-11-M|2677-João Moutinho-28-M|1605-Daniel Podence-10-M|54-Diego Costa-29-F,18753-Adama Traoré-37-F|204033-J. Hodge-59-M|21138-R. Aït Nouri-3-D|1165-Matheus Cunha-12-F|41606-Toti-24-D|18740-Jonny Castro-19-D|19173-M. Šarkić-13-G|2887-R. Jiménez-9-F|925-Gonçalo Guedes-17-F
39,868130,28,P. Vieira,4-2-3-1,18835,18835-Guaita-13-G|18862-N. Clyne-17-D|2729-J. Andersen-16-D|67971-M. Guéhi-6-D|18847-J. Ward-2-D|3339-C. Doucouré-28-M|18843-J. Schlupp-15-M|19617-M. Olise-7-M|19586-E. Eze-10-M|3247-W. Zaha-11-M|3428-J. Ayew-9-F,25927-J. Mateta-14-F|1135-O. Édouard-22-F|18806-W. Hughes-19-M|18853-J. Riedewald-44-M|328808-M. Ebiowei-23-M|18844-J. Tomkins-5-D|18852-L. Milivojević-4-M|126949-C. Richards-26-D|19143-S. Johnstone-21-G
39,868130,2425,A. Conte,3-4-2-1,159,159-H. Lloris-1-G|30776-C. Romero-17-D|175-E. Dier-15-D|133-C. Lenglet-34-D|18742-M. Doherty-2-M|180-O. Skipp-4-M|2735-P. Højbjerg-5-M|207-I. Perišić-14-M|2061-Bryan Gil-11-F|186-Son Heung-Min-7-F|184-H. Kane-10-F,237129-P. Sarr-29-M|19032-R. Sessegnon-19-M|1566-Emerson-12-D|138793-H. White-42-M|164-B. Davies-33-D|18932-F. Forster-20-G|149550-J. Tanganga-25-D|168-D. Sánchez-6-D|19235-D. Spence-24-D
39,868129,12,G. Potter,4-2-3-1,2273,2273-Kepa-1-G|2280-César Azpilicueta-28-D|259-Thiago Silva-6-D|318-K. Koulibaly-26-D|47380-Marc Cucurella-32-D|2810-D. Zakaria-20-M|2291-M. Kovačić-8-M|548-H. Ziyech-22-M|645-R. Sterling-17-M|17-C. Pulišić-10-M|978-K. Havertz-29-F,1465-P. Aubameyang-9-F|138935-C. Chukwuemeka-30-M|284428-O. Giraud-Hutchinson-56-M|284492-L. Hall-67-M|67972-C. Gallagher-23-M|19720-T. Chalobah-14-D|2289-Jorginho-5-M|19012-M. Bettinelli-13-G|181797-B. Humphreys-42-D
39,868129,4,Pep Guardiola,3-2-4-1,617,617-Ederson-31-G|627-K. Walker-2-D|626-J. Stones-5-D|18861-N. Aké-6-D|636-Bernardo Silva-20-M|44-Rodri-16-M|855-João Cancelo-7-F|633-İ. Gündoğan-8-M|629-K. De Bruyne-17-M|631-P. Foden-47-F|1100-E. Haaland-9-F,5-M. Akanji-25-D|284230-R. Lewis-82-D|635-R. Mahrez-26-F|19187-J. Grealish-10-M|19130-K. Phillips-4-M|152982-C. Palmer-80-M|6009-J. Álvarez-19-F|25004-S. Ortega-18-G|23-Sergio Gómez-21-M
39,868009,12,G. Potter,3-5-2,2273,2273-Kepa-1-G|19720-T. Chalobah-14-D|259-Thiago Silva-6-D|318-K. Koulibaly-26-D|2280-César Azpilicueta-28-M|19220-M. Mount-19-M|2810-D. Zakaria-20-M|2291-M. Kovačić-8-M|284492-L. Hall-67-M|583-João Félix-11-F|978-K. Havertz-29-F,2289-Jorginho-5-M|67972-C. Gallagher-23-M|47380-Marc Cucurella-32-D|138935-C. Chukwuemeka-30-M|548-H. Ziyech-22-M|1465-P. Aubameyang-9-F|291476-D. Fofana-27-F|95-B. Badiashile-4-D|19012-M. Bettinelli-13-G
39,868009,10,Marco Silva,4-2-3-1,1438,1438-B. Leno-17-G|657-K. Tete-2-D|19145-T. Adarabioyo-4-D|19023-T. Ream-13-D|19549-A. Robinson-33-D|41104-João Palhinha-26-M|19480-H. Reed-6-M|19004-B. De Cordova-Reid-14-M|899-Andreas Pereira-18-M|2294-Willian-20-M|104-Carlos Vinícius-30-F,19221-H. Wilson-8-M|19025-T. Cairney-10-M|697-M. Solomon-11-F|19329-D. James-21-M|18803-N. Chalobah-12-M|284475-L. Harris-38-M|18814-I. Diop-31-D|263-L. Kurzawa-3-D|19657-M. Rodák-1-G
39,868136,18,Unai Emery,4-4-2,19599,19599-E. Martínez-1-G|894-A. Young-18-D|19354-E. Konsa-4-D|19179-T. Mings-5-D|2724-L. Digne-27-D|983-L. Bailey-31-M|47522-Douglas Luiz-6-M|1904-B. Kamara-44-M|19192-J. Ramsey-41-M|19071-E. Buendía-10-F|19366-O. Watkins-11-F,47547-Álex Moreno-15-D|18955-D. Ings-9-F|1914-M. Sanson-8-M|147-Philippe Coutinho-23-M|312260-K. Young-72-M|2999-J. Bednarek-20-D|766-R. Olsen-25-G|76-M. Nakamba-19-M|19016-C. Chambers-16-D
39,868136,1914,J. Marsch,4-2-3-1,20619,20619-I. Meslier-1-G|19116-L. Ayling-2-D|26238-R. Koch-5-D|19118-L. Cooper-6-D|64003-P. Struijk-21-D|47341-Marc Roca-8-M|1150-T. Adams-12-M|19128-J. Harrison-11-M|50739-B. Aaronson-7-M|162128-W. Gnonto-29-M|935-Rodrigo-19-F,19134-P. Bamford-9-F|2048-M. Wöber-39-D|19569-J. Gelhardt-30-F|153400-S. Greenwood-42-F|1564-Junior Firpo-3-D|1558-Joel Robles-22-G|533-R. Kristensen-25-D|47302-Diego Llorente-14-D|284408-S. Perkins-16-F
39,868141,1993,E. ten Hag,4-2-3-1,882,882-David de Gea-1-G|18846-A. Wan-Bissaka-29-D|742-R. Varane-19-D|891-L. Shaw-23-D|37145-T. Malacia-12-D|747-Casemiro-18-M|905-Fred-17-M|1485-Bruno Fernandes-8-M|174-C. Eriksen-14-M|909-M. Rashford-10-M|908-A. Martial-9-F,9971-Antony-21-F|284324-A. Garnacho-49-F|2467-Lisandro Martínez-6-D|903-S. McTominay-39-M|2935-H. Maguire-5-D|889-V. Lindelöf-2-D|284322-K. Mainoo-73-M|2931-T. Heaton-22-G|153430-A. Elanga-36-F
39,868141,4,Pep Guardiola,4-3-3,617,617-Ederson-31-G|627-K. Walker-2-D|5-M. Akanji-25-D|18861-N. Aké-6-D|855-João Cancelo-7-D|629-K. De Bruyne-17-M|44-Rodri-16-M|636-Bernardo Silva-20-M|635-R. Mahrez-26-F|1100-E. Haaland-9-F|631-P. Foden-47-F,19187-J. Grealish-10-M|25004-S. Ortega-18-G|19130-K. Phillips-4-M|6009-J. Álvarez-19-F|152982-C. Palmer-80-M|23-Sergio Gómez-21-M|284230-R. Lewis-82-D|622-Aymeric Laporte-14-D|633-İ. Gündoğan-8-M
39,868138,2424,R. De Zerbi,4-2-3-1,18959,18959-Robert Sánchez-1-G|18970-P. Groß-13-D|18963-L. Dunk-5-D|152953-L. Colwill-6-D|46731-P. Estupiñán-30-D|116117-M. Caicedo-25-M|6716-A. Mac Allister-10-M|18973-S. March-7-M|295-A. Lallana-14-M|106835-K. Mitoma-22-M|129643-E. Ferguson-28-F,537-J. Veltman-34-D|1469-D. Welbeck-18-F|202086-J. Sarmiento-19-F|138815-T. Lamptey-2-D|19265-A. Webster-4-D|18960-J. Steele-23-G|26475-D. Undav-21-F|130423-B. Gilmour-27-M|38695-J. van Hecke-29-D
39,868138,1,J. Klopp,4-3-3,280,280-Alisson-1-G|283-T. Alexander-Arnold-66-D|286-J. Matip-32-D|1145-I. Konaté-5-D|289-A. Robertson-26-D|292-J. Henderson-14-M|299-Fabinho-3-M|507-Thiago Alcântara-6-M|306-Mohamed Salah-11-F|247-C. Gakpo-18-F|297-A. Oxlade-Chamberlain-15-F,294-N. Keïta-8-M|343576-B. Doak-50-F|19035-H. Elliott-19-M|284-J. Gomez-2-D|153066-Fábio Carvalho-28-M|1600-K. Tsimikas-21-D|281-C. Kelleher-62-G|296-J. Milner-7-M|293-C. Jones-17-M
39,868140,20,F. Lampard,3-5-2,2932,2932-J. Pickford-1-G|19073-B. Godfrey-22-D|18741-C. Coady-30-D|2936-J. Tarkowski-2-D|18758-S. Coleman-23-M|1455-A. Iwobi-17-M|162714-A. Onana-8-M|2990-I. Gueye-27-M|2165-V. Mykolenko-19-M|18766-D. Calvert-Lewin-9-F|18781-D. Gray-11-F,138787-A. Gordon-10-F|138786-E. Simms-50-F|19150-M. Holgate-4-D|18762-T. Davies-26-M|18858-A. Begović-15-G|18805-A. Doucouré-16-M|2484-Y. Mina-13-D|18929-D. McNeil-7-F|19364-N. Maupay-20-F
39,868140,96,N. Jones,3-4-1-2,105971,105971-G. Bazunu-31-G|30476-Lyanco-4-D|1902-D. Ćaleta-Car-6-D|47480-M. Salisu-22-D|18946-M. Elyounoussi-24-M|282125-R. Lavia-45-M|20557-I. Diallo-27-M|171-K. Walker-Peters-2-M|2938-J. Ward-Prowse-8-F|19524-C. Adams-10-F|278085-S. Edozie-23-F,19484-A. Armstrong-9-F|195993-C. Alcaraz-26-M|190686-S. Mara-18-F|1456-A. Maitland-Niles-3-M|20600-R. Perraud-15-D|1330-M. Oršić-11-F|2275-W. Caballero-13-G|2114-M. Djenepo-19-M|19825-J. Aribo-7-M
39,868143,98,S. Cooper,4-3-1-2,19088,19088-D. Henderson-1-G|163-S. Aurier-24-D|1746-J. Worrall-4-D|44811-S. McKenna-26-D|10122-Renan Lodi-32-D|19305-R. Yates-22-M|2807-R. Freuler-23-M|24882-O. Mangala-5-M|9926-Gustavo Scarpa-31-M|129711-B. Johnson-20-F|18746-M. Gibbs-White-10-F,19299-J. Colback-8-M|18884-S. Surridge-16-F|20503-L. O'Brien-14-M|138780-N. Williams-7-D|80-E. Dennis-25-F|17365-H. Toffolo-15-D|18863-S. Cook-3-D|129712-A. Mighten-17-F|18836-W. Hennessey-13-G
39,868143,15,B. Rodgers,4-2-3-1,18146,18146-D. Ward-1-G|2920-T. Castagne-27-D|3421-D. Amartey-18-D|8694-W. Faes-3-D|152969-L. Thomas-33-D|18786-W. Ndidi-25-M|18785-N. Mendy-24-M|18777-M. Albrighton-11-M|2926-Y. Tielemans-8-M|18778-H. Barnes-7-M|18788-J. Vardy-9-F,2778-K. Ịheanachọ-14-F|138929-L. Brunt-34-M|2925-D. Praet-26-M|289624-S. Braybrooke-44-M|18776-Ç. Söyüncü-4-D|1098-P. Daka-20-F|17736-D. Iversen-31-G|18943-J. Vestergaard-23-D|283290-K. McAteer-47-M
39,868145,1594,Lopetegui,4-3-3,1590,1590-José Sá-1-G|130-Nélson Semedo-22-D|19495-N. Collins-4-D|18744-M. Kilman-23-D|280687-Hugo Bueno-64-D|41621-Matheus Nunes-27-M|2676-Rúben Neves-8-M|2677-João Moutinho-28-M|24888-Hwang Hee-Chan-11-F|1165-Matheus Cunha-12-F|1605-Daniel Podence-10-F,21138-R. Aït Nouri-3-D|2887-R. Jiménez-9-F|18947-M. Lemina-5-M|18753-Adama Traoré-37-F|41606-Toti-24-D|204033-J. Hodge-59-M|158432-C. Campbell-77-M|18740-Jonny Castro-19-D|19173-M. Šarkić-13-G
39,868145,5662,D. Moyes,4-3-3,2997,2997-Ł. Fabiański-1-G|1231-V. Coufal-5-D|18817-A. Ogbonna-21-D|21694-N. Aguerd-27-D|18813-A. Cresswell-3-D|1646-Lucas Paquetá-11-M|2937-D. Rice-41-M|1243-T. Souček-28-M|19428-J. Bowen-20-F|18819-M. Antonio-9-F|1697-Pablo Fornals-8-F,19361-S. Benrahma-22-F|30544-G. Scamacca-7-F|19229-D. Randolph-35-G|19733-F. Downes-12-M|18823-B. Johnson-2-D|2284-Emerson-33-D|261-T. Kehrer-24-D|2473-M. Lanzini-10-M|2726-K. Zouma-4-D
39,868137,90,T. Frank,4-3-3,19465,19465-David Raya-1-G|1119-K. Ajer-20-D|19789-E. Pinnock-5-D|18917-B. Mee-16-D|25073-V. Janelt-27-D|47438-M. Jensen-8-M|30407-C. Nørgaard-6-M|19362-J. Dasilva-10-M|20589-B. Mbeumo-19-F|19974-I. Toney-17-F|20649-Y. Wissa-11-F,15745-M. Rasmussen-30-D|2731-M. Jørgensen-13-D|178077-K. Schade-9-M|15908-M. Damsgaard-24-M|106725-K. Lewis-Potter-23-F|2699-S. Ghoddos-14-F|19345-M. Sørensen-29-D|19352-Sergi Canós-7-F|1835-T. Strakosha-22-G
39,868137,18151,G. O'Neil,4-4-1-1,912,912-Neto-13-G|19769-J. Stacey-17-D|18866-C. Mepham-6-D|6610-M. Senesi-25-D|19263-L. Kelly-5-D|1125-R. Christie-10-M|2490-J. Lerma-8-M|18872-L. Cook-4-M|196855-J. Anthony-32-M|2734-P. Billing-29-F|19804-K. Moore-21-F,19454-B. Pearson-22-M|19964-S. Dembélé-20-M|19482-J. Rothwell-14-M|18860-M. Travers-1-G|19824-J. Zemura-33-D|18940-J. Stephens-3-D|382160-D. Adu-Adjei-51-M|334725-D. Sadi-49-F|390769-Michael Dacosta-50-F
39,868139,28,P. Vieira,4-2-3-1,18835,18835-Guaita-13-G|18862-N. Clyne-17-D|2729-J. Andersen-16-D|67971-M. Guéhi-6-D|182201-T. Mitchell-3-D|3339-C. Doucouré-28-M|18843-J. Schlupp-15-M|3428-J. Ayew-9-M|19617-M. Olise-7-M|19586-E. Eze-10-M|3247-W. Zaha-11-F,18844-J. Tomkins-5-D|18806-W. Hughes-19-M|25927-J. Mateta-14-F|1135-O. Édouard-22-F|18852-L. Milivojević-4-M|126949-C. Richards-26-D|19143-S. Johnstone-21-G|18847-J. Ward-2-D|304320-D. Ozoh-77-M
39,868139,12,G. Potter,4-2-3-1,2273,2273-Kepa-1-G|19720-T. Chalobah-14-D|259-Thiago Silva-6-D|95-B. Badiashile-4-D|284492-L. Hall-67-D|67972-C. Gallagher-23-M|2289-Jorginho-5-M|548-H. Ziyech-22-M|138935-C. Chukwuemeka-30-M|19220-M. Mount-19-M|978-K. Havertz-29-F,1465-P. Aubameyang-9-F|318-K. Koulibaly-26-D|2280-César Azpilicueta-28-D|2291-M. Kovačić-8-M|2292-R. Loftus-Cheek-12-M|291476-D. Fofana-27-F|19012-M. Bettinelli-13-G|181797-B. Humphreys-42-D|47380-Marc Cucurella-32-D
39,868142,5,E. Howe,4-3-3,18911,18911-N. Pope-22-G|169-K. Trippier-2-D|2806-F. Schär-5-D|38734-S. Botman-4-D|18961-D. Burn-33-D|18901-S. Longstaff-36-M|10135-Bruno Guimarães-39-M|1463-J. Willock-28-M|2507-M. Almirón-24-F|2939-C. Wilson-9-F|723-Joelinton-7-F,22173-A. Saint-Maximin-10-F|2864-A. Isak-14-F|19163-J. Murphy-23-M|18931-C. Wood-20-F|18886-M. Dúbravka-1-G|18896-Javi Manquillo-19-D|18894-J. Lascelles-6-D|18903-M. Ritchie-11-M|19076-J. Lewis-12-D
39,868142,10,Marco Silva,4-2-3-1,1438,1438-B. Leno-17-G|657-K. Tete-2-D|18814-I. Diop-31-D|19023-T. Ream-13-D|263-L. Kurzawa-3-D|41104-João Palhinha-26-M|19480-H. Reed-6-M|2294-Willian-20-M|899-Andreas Pereira-18-M|19004-B. De Cordova-Reid-14-M|2825-A. Mitrović-9-F,19145-T. Adarabioyo-4-D|19329-D. James-21-M|19025-T. Cairney-10-M|19221-H. Wilson-8-M|104-Carlos Vinícius-30-F|18803-N. Chalobah-12-M|697-M. Solomon-11-F|19657-M. Rodák-1-G|284475-L. Harris-38-M
39,868144,2425,A. Conte,3-4-2-1,159,159-H. Lloris-1-G|30776-C. Romero-17-D|175-E. Dier-15-D|133-C. Lenglet-34-D|18742-M. Doherty-2-M|237129-P. Sarr-29-M|2735-P. Højbjerg-5-M|19032-R. Sessegnon-19-M|30435-D. Kulusevski-21-F|186-Son Heung-Min-7-F|184-H. Kane-10-F,2413-Richarlison-9-F|18968-Y. Bissouma-38-M|207-I. Perišić-14-M|2061-Bryan Gil-11-F|164-B. Davies-33-D|168-D. Sánchez-6-D|180-O. Skipp-4-M|18932-F. Forster-20-G|1566-Emerson-12-D
39,868144,7248,Mikel Arteta,4-3-3,20355,20355-A. Ramsdale-1-G|19959-B. White-4-D|22090-W. Saliba-12-D|22224-Gabriel Magalhães-6-D|641-O. Zinchenko-35-D|37127-M. Ødegaard-8-M|49-T. Partey-5-M|1464-G. Xhaka-34-M|1460-B. Saka-7-F|1468-E. Nketiah-14-F|127769-Gabriel Martinelli-11-F,1117-K. Tierney-3-D|2597-T. Tomiyasu-18-D|1161-E. Smith Rowe-10-M|41725-Fábio Vieira-21-M|167658-M. Smith-72-M|1427-A. Lokonga-23-M|1440-R. Holding-16-D|50999-M. Turner-30-G|311520-Marquinhos-27-F
39,868008,28,P. Vieira,4-2-3-1,18835,18835-Guaita-13-G|18862-N. Clyne-17-D|126949-C. Richards-26-D|67971-M. Guéhi-6-D|182201-T. Mitchell-3-D|3339-C. Doucouré-28-M|18806-W. Hughes-19-M|19617-M. Olise-7-M|1135-O. Édouard-22-M|3247-W. Zaha-11-M|25927-J. Mateta-14-F,19586-E. Eze-10-M|18843-J. Schlupp-15-M|3428-J. Ayew-9-F|18852-L. Milivojević-4-M|304320-D. Ozoh-77-M|18853-J. Riedewald-44-M|18844-J. Tomkins-5-D|18847-J. Ward-2-D|19143-S. Johnstone-21-G
39,868008,1993,E. ten Hag,4-2-3-1,882,882-David de Gea-1-G|18846-A. Wan-Bissaka-29-D|742-R. Varane-19-D|2467-Lisandro Martínez-6-D|891-L. Shaw-23-D|747-Casemiro-18-M|174-C. Eriksen-14-M|9971-Antony-21-M|1485-Bruno Fernandes-8-M|909-M. Rashford-10-M|25416-W. Weghorst-27-F,903-S. McTominay-39-M|284324-A. Garnacho-49-F|905-Fred-17-M|2931-T. Heaton-22-G|70078-F. Pellistri-28-M|153430-A. Elanga-36-F|889-V. Lindelöf-2-D|2935-H. Maguire-5-D|37145-T. Malacia-12-D
39,868013,2425,A. Conte,3-4-2-1,159,159-H. Lloris-1-G|30776-C. Romero-17-D|175-E. Dier-15-D|164-B. Davies-33-D|1566-Emerson-12-M|2735-P. Højbjerg-5-M|863-R. Bentancur-30-M|207-I. Perišić-14-M|30435-D. Kulusevski-21-F|186-Son Heung-Min-7-F|184-H. Kane-10-F,19032-R. Sessegnon-19-M|18968-Y. Bissouma-38-M|2413-Richarlison-9-F|133-C. Lenglet-34-D|18932-F. Forster-20-G|237129-P. Sarr-29-M|18742-M. Doherty-2-D|168-D. Sánchez-6-D|149550-J. Tanganga-25-D
39,868013,4,Pep Guardiola,4-2-3-1,617,617-Ederson-31-G|284230-R. Lewis-82-D|626-J. Stones-5-D|5-M. Akanji-25-D|18861-N. Aké-6-D|44-Rodri-16-M|633-İ. Gündoğan-8-M|635-R. Mahrez-26-M|6009-J. Álvarez-19-M|19187-J. Grealish-10-M|1100-E. Haaland-9-F,636-Bernardo Silva-20-M|627-K. Walker-2-D|567-Rúben Dias-3-D|25004-S. Ortega-18-G|631-P. Foden-47-M|855-João Cancelo-7-D|629-K. De Bruyne-17-M|19130-K. Phillips-4-M|622-Aymeric Laporte-14-D
39,868152,1,J. Klopp,4-3-3,280,280-Alisson-1-G|296-J. Milner-7-D|1145-I. Konaté-5-D|284-J. Gomez-2-D|289-A. Robertson-26-D|294-N. Keïta-8-M|310187-Stefan Bajčetić-43-M|507-Thiago Alcântara-6-M|306-Mohamed Salah-11-F|247-C. Gakpo-18-F|19035-H. Elliott-19-F,51617-D. Núñez-27-F|283-T. Alexander-Arnold-66-D|293-C. Jones-17-M|299-Fabinho-3-M|292-J. Henderson-14-M|281-C. Kelleher-62-G|286-J. Matip-32-D|297-A. Oxlade-Chamberlain-15-M|1600-K. Tsimikas-21-D
39,868152,12,G. Potter,3-4-2-1,2273,2273-Kepa-1-G|19720-T. Chalobah-14-D|259-Thiago Silva-6-D|95-B. Badiashile-4-D|548-H. Ziyech-22-M|2289-Jorginho-5-M|284492-L. Hall-67-M|47380-Marc Cucurella-32-M|67972-C. Gallagher-23-F|19220-M. Mount-19-F|978-K. Havertz-29-F,63577-M. Mudryk-15-M|1465-P. Aubameyang-9-F|2280-César Azpilicueta-28-D|138935-C. Chukwuemeka-30-M|291476-D. Fofana-27-F|2292-R. Loftus-Cheek-12-M|318-K. Koulibaly-26-D|19012-M. Bettinelli-13-G|181797-B. Humphreys-42-D
39,868146,98,S. Cooper,4-3-1-2,18836,18836-W. Hennessey-13-G|163-S. Aurier-24-D|1746-J. Worrall-4-D|18739-W. Boly-30-D|10122-Renan Lodi-32-D|19305-R. Yates-22-M|2807-R. Freuler-23-M|24882-O. Mangala-5-M|18746-M. Gibbs-White-10-M|129711-B. Johnson-20-F|18931-C. Wood-39-F,275170-Danilo-28-M|9926-Gustavo Scarpa-31-M|18884-S. Surridge-16-F|44811-S. McKenna-26-D|138780-N. Williams-7-D|900-J. Lingard-11-M|19299-J. Colback-8-M|17448-J. Smith-12-G|18863-S. Cook-3-D
39,868146,18151,G. O'Neil,4-4-2,912,912-Neto-13-G|18869-A. Smith-15-D|18940-J. Stephens-3-D|19263-L. Kelly-5-D|19824-J. Zemura-33-D|284797-D. Ouattara-11-M|19482-J. Rothwell-14-M|2490-J. Lerma-8-M|196855-J. Anthony-32-M|1125-R. Christie-10-F|19804-K. Moore-21-F,19454-B. Pearson-22-M|19964-S. Dembélé-20-M|18860-M. Travers-1-G|382160-D. Adu-Adjei-51-M|6610-M. Senesi-25-D|334725-D. Sadi-49-F|18866-C. Mepham-6-D|347066-E. Pollock-41-F|19769-J. Stacey-17-D
39,868151,15,B. Rodgers,4-4-2,18146,18146-D. Ward-1-G|2920-T. Castagne-27-D|3421-D. Amartey-18-D|8694-W. Faes-3-D|152969-L. Thomas-33-D|2925-D. Praet-26-M|2926-Y. Tielemans-8-M|18785-N. Mendy-24-M|18778-H. Barnes-7-M|18788-J. Vardy-9-F|148099-K. Dewsbury-Hall-22-F,18777-M. Albrighton-11-M|18784-J. Maddison-10-M|1098-P. Daka-20-F|2778-K. Ịheanachọ-14-F|138929-L. Brunt-34-M|283290-K. McAteer-47-M|17736-D. Iversen-31-G|18943-J. Vestergaard-23-D|18776-Ç. Söyüncü-4-D
39,868151,2424,R. De Zerbi,4-2-3-1,18959,18959-Robert Sánchez-1-G|18970-P. Groß-13-D|38695-J. van Hecke-29-D|18963-L. Dunk-5-D|46731-P. Estupiñán-30-D|116117-M. Caicedo-25-M|6716-A. Mac Allister-10-M|18973-S. March-7-M|295-A. Lallana-14-M|106835-K. Mitoma-22-M|1469-D. Welbeck-18-F,537-J. Veltman-34-D|129643-E. Ferguson-28-F|138815-T. Lamptey-2-D|26475-D. Undav-21-F|19265-A. Webster-4-D|202086-J. Sarmiento-19-F|130423-B. Gilmour-27-M|70747-J. Enciso-20-F|18960-J. Steele-23-G
39,868154,96,N. Jones,4-2-3-1,105971,105971-G. Bazunu-31-G|30476-Lyanco-4-D|1902-D. Ćaleta-Car-6-D|47480-M. Salisu-22-D|171-K. Walker-Peters-2-D|20557-I. Diallo-27-M|282125-R. Lavia-45-M|278085-S. Edozie-23-M|2938-J. Ward-Prowse-8-M|19484-A. Armstrong-9-M|19524-C. Adams-10-F,190686-S. Mara-18-F|18946-M. Elyounoussi-24-M|20600-R. Perraud-15-D|1330-M. Oršić-11-F|2114-M. Djenepo-19-M|1456-A. Maitland-Niles-3-M|2275-W. Caballero-13-G|19825-J. Aribo-7-M|195993-C. Alcaraz-26-M
39,868154,18,Unai Emery,4-4-2,19599,19599-E. Martínez-1-G|894-A. Young-18-D|19354-E. Konsa-4-D|19179-T. Mings-5-D|47547-Álex Moreno-15-D|19192-J. Ramsey-41-M|47522-Douglas Luiz-6-M|1904-B. Kamara-44-M|19071-E. Buendía-10-M|983-L. Bailey-31-F|19366-O. Watkins-11-F,147-Philippe Coutinho-23-M|19298-M. Cash-2-D|2922-L. Dendoncker-32-M|766-R. Olsen-25-G|312260-K. Young-72-M|169291-V. Sinisalo-38-G|19016-C. Chambers-16-D|1914-M. Sanson-8-M
39,868155,5662,D. Moyes,3-4-2-1,2997,2997-Ł. Fabiański-1-G|2726-K. Zouma-4-D|18817-A. Ogbonna-21-D|21694-N. Aguerd-27-D|1231-V. Coufal-5-M|1646-Lucas Paquetá-11-M|2937-D. Rice-41-M|2284-Emerson-33-M|19428-J. Bowen-20-F|19361-S. Benrahma-22-F|18819-M. Antonio-9-F,1243-T. Souček-28-M|18955-D. Ings-18-F|18823-B. Johnson-2-D|19733-F. Downes-12-M|253-A. Aréola-13-G|261-T. Kehrer-24-D|1697-Pablo Fornals-8-M|2473-M. Lanzini-10-M|18813-A. Cresswell-3-D
